;File;pair;overlap GT;preproc GT
135;2021-09-30-nb_3336;$invo59_$invo60_[, ]_[, ];1;0
136;2021-09-30-nb_3336;$invo59_$invo61_[, ]_[, ];0;1
137;2021-09-30-nb_3336;$invo67_$invo68_[, ]_[, ];1;0
138;2021-09-30-nb_3336;$invo67_$invo69_[, ]_[, ];0;1
139;2021-09-30-nb_3336;$invo97_$invo98_[, ]_[, ];1;0
140;2021-09-30-nb_3336;$invo97_$invo99_[, ]_[, ];0;1
141;2021-09-30-nb_3336;$invo106_$invo109_[, ]_[, ];0;1
142;2021-09-05-nb_773;$invo80_$invo92_[, ]_[, ];0;0
143;2021-09-12-nb_677;$invo19_$invo20_[, ]_[, ];0;0
144;2021-09-12-nb_3074;$invo25_$invo27_[, ]_[, ];0;0
145;2021-09-12-nb_3074;$invo25_$invo29_[, ]_[, ];0;0
146;2021-09-12-nb_3074;$invo25_$invo37_[, ]_[, ];0;0
147;2021-09-09-nb_1559;$invo105_$invo106_[, ]_[, ];0;1
148;2021-09-09-nb_1559;$invo127_$invo128_[, ]_[, ];0;1
149;2021-09-12-nb_125;$invo14_$invo15_[, ]_[, ];1;0
150;2021-09-12-nb_125;$invo14_$invo16_[, ]_[, ];0;0
151;2021-09-12-nb_125;$invo23_$invo26_[, ]_[, ];0;0
152;2021-09-16-nb_318;$invo25_$invo28_[, ]_[, ];1;0
153;2021-09-16-nb_318;$invo25_$invo31_[, ]_[, ];0;0
154;2021-09-27-nb_3449;$invo62_$invo64_[, ]_[, ];1;0
155;2021-09-27-nb_3449;$invo203_$invo205_[, ]_[, ];1;0
156;2021-09-27-nb_3449;$invo347_$invo349_[, ]_[, ];1;0
157;2021-09-27-nb_3449;$invo407_$invo409_[, ]_[, ];1;0
158;2021-09-27-nb_1060;$invo42_$invo31_[, ]_[, ];0;0
159;2021-09-27-nb_1060;$invo42_$invo69_[, ]_[, ];0;0
160;2021-09-06-nb_1824;$invo84_$invo85_[, ]_[, ];1;0
161;2021-09-06-nb_1824;$invo84_$invo88_[, ]_[, ];0;0
162;2021-09-06-nb_1824;$invo84_$invo91_[, ]_[, ];1;0
163;2021-09-06-nb_1824;$invo84_$invo92_[, ]_[, ];0;0
164;2021-09-06-nb_1824;$invo84_$invo112_[, ]_[, ];0;0
165;2021-09-06-nb_1824;$invo84_$invo118_[, ]_[, ];1;0
166;2021-09-24-nb_2053;$invo23_$invo24_[, ]_[, ];1;0
167;2021-09-24-nb_2053;$invo23_$invo25_[, ]_[, ];0;0
168;2021-09-02-nb_3065;$invo44_$invo45_[, ]_[, ];1;0
169;2021-09-02-nb_3065;$invo44_$invo47_[, ]_[, ];0;0
170;2021-09-04-nb_1743;$invo201_$invo202_[, ]_[, ];0;0
171;2021-09-04-nb_1743;$invo201_$invo203_[, ]_[, ];1;0
172;2021-09-04-nb_1743;$invo201_$invo205_[, ]_[, ];0;0
173;2021-09-04-nb_1743;$invo201_$invo218_[, ]_[, ];0;0
