;File;pair;overlap GT;preproc GT
103;nb_164;$invo47_$invo48_[, ]_[, ];0.0;0.0
104;nb_17;$invo126_$invo127_[, ]_[, ];1.0;0.0
105;nb_174;$invo28_$invo29_[, ]_[, ];0.0;1.0
106;nb_178;$invo121_$invo122_[, ]_[, ];0.0;0.0
107;nb_18;$invo124_$invo125_[, ]_[, ];0.0;1.0
108;nb_184;$invo19_$invo20_[, ]_[, ];1.0;0.0
109;nb_186;$invo102_$invo107_[, ]_[, ];0.0;0.0
110;nb_187;$invo103_$invo108_[, ]_[, ];0.0;0.0
111;nb_188;$invo199_$invo200_[, ]_[, ];0.0;0.0
112;nb_189;$invo15_$invo16_[, ]_[, ];0.0;0.0
113;nb_19;$invo11_$invo12_[, ]_[, ];0.0;0.0
114;nb_193;$invo40_$invo44_[, ]_[, ];0.0;1.0
115;nb_194;$invo29_$invo30_[, ]_[, ];1.0;0.0
116;nb_195;$invo220_$invo233_[, ]_[, ];0.0;1.0
117;nb_196;$invo35_$invo36_[, ]_[, ];1.0;0.0
118;nb_197;$invo109_$invo175_[, ]_[, ];0.0;0.0
119;nb_198;$invo24_$invo25_[, ]_[, ];0.0;0.0
120;nb_20;$invo28_$invo29_[, ]_[, ];0.0;1.0
121;nb_205;$invo15_$invo16_[, ]_[, ];0.0;0.0
122;nb_207;$invo9_$invo10_[, ]_[, ];0.0;0.0
123;nb_224;$invo17_$invo18_[, ]_[, ];0.0;0.0
124;nb_225;$invo20_$invo33_[, ]_[, ];0.0;0.0
125;nb_226;$invo18_$invo19_[, ]_[, ];0.0;0.0
126;nb_227;$invo20_$invo33_[, ]_[, ];0.0;0.0
127;nb_228;$invo100_$invo101_[, ]_[, ];0.0;0.0
128;nb_229;$invo35_$invo41_[, ]_[, ];0.0;1.0
129;nb_231;$invo26_$invo31_[, ]_[, ];0.0;0.0
130;nb_232;$invo20_$invo26_[, ]_[, ];1.0;0.0
131;nb_235;$invo55_$invo60_[, ]_[, ];0.0;0.0
132;nb_236;$invo37_$invo38_[, ]_[, ];0.0;0.0
133;nb_237;$invo26_$invo27_[, ]_[, ];1.0;0.0
134;nb_238;$invo25_$invo26_[, ]_[, ];1.0;0.0
135;nb_239;$invo36_$invo39_[, ]_[, ];1.0;0.0
136;nb_240;$invo26_$invo27_[, ]_[, ];1.0;0.0
137;nb_241;$invo26_$invo27_[, ]_[, ];1.0;0.0
138;nb_242;$invo25_$invo26_[, ]_[, ];1.0;0.0
139;nb_243;$invo60_$invo61_[, ]_[, ];0.0;0.0
140;nb_246;$invo15_$invo16_[, ]_[, ];0.0;0.0
141;nb_247;$invo108_$invo109_[, ]_[, ];0.0;1.0
142;nb_252;$invo165_$invo168_[, ]_[, ];0.0;0.0
143;nb_256;$invo122_$invo123_[, ]_[, ];0.0;1.0
144;nb_258;$invo189_$invo190_[, ]_[, ];1.0;0.0
145;nb_271;$invo50_$invo51_[, ]_[, ];0.0;0.0
146;nb_272;$invo67_$invo68_[, ]_[, ];0.0;0.0
147;nb_274;$invo40_$invo41_[, ]_[, ];0.0;0.0
148;nb_275;$invo34_$invo35_[, ]_[, ];0.0;0.0
149;nb_276;$invo38_$invo39_[, ]_[, ];0.0;0.0
150;nb_284;$invo44_$invo45_[, ]_[, ];0.0;0.0
151;nb_286;$invo63_$invo65_[, ]_[, ];0.0;0.0
152;nb_296;$invo35_$invo122_[$invo230, $invo116]_[, $invo230];0.0;1.0
153;nb_297;$invo14_$invo105_[$invo317, $invo99]_[, $invo317];0.0;0.0
154;nb_298;$invo16_$invo17_[, ]_[, ];0.0;0.0
155;nb_299;$invo33_$invo34_[, ]_[, ];1.0;0.0
156;nb_300;$invo11_$invo12_[, ]_[, ];0.0;0.0
157;nb_301;$invo24_$invo27_[, ]_[, ];0.0;0.0
158;nb_302;$invo110_$invo111_[, ]_[, ];0.0;0.0
159;nb_303;$invo102_$invo103_[, ]_[, ];0.0;0.0
160;nb_304;$invo105_$invo108_[, ]_[, ];0.0;0.0
161;nb_305;$invo18_$invo19_[, ]_[, ];1.0;0.0
162;nb_306;$invo18_$invo19_[, ]_[, ];1.0;0.0
163;nb_315;$invo12_$invo13_[, ]_[, ];0.0;0.0
164;snehalshirgure_housing-price-prediciton-nb;$invo83_$invo87_[, ]_[, ];1.0;0.0
165;harshkothari21_beginners-notebook-all-ml-models-eda;$invo126_$invo130_[, ]_[, ];0.0;1.0
166;muhammadayman_predicting-survivals-with-different-ml-algorithims;$invo152_$invo156_[, ]_[, ];0.0;1.0
167;pawan2905_house-priceing-eda-and-model;$invo339_$invo340_[, $invo345]_[, $invo345];0.0;1.0
168;ma7555_data-exploration-complement-naive-bayes-70;$invo84_$invo85_[, ]_[, ];0.0;0.0
169;coralyss_tf-idf-with-mutation-types-ensembl-model;$invo26_$invo27_[, ]_[, ];0.0;1.0
170;rj81309050_titanic-survival-prediction;$invo103_$invo108_[, ]_[, ];0.0;1.0
171;ycelulu_churn-prediction-models-yu;$invo193_$invo195_[, ]_[, ];0.0;1.0
172;devisangeetha_species-classificaton;$invo17_$invo19_[, ]_[, ];0.0;0.0
173;angeloruggieridj_ensemble-learning;$invo74_$invo76_[, ]_[, ];0.0;1.0
174;andregraubner_sir-models;$invo317_$invo318_[, $invo475]_[, $invo478];0.0;1.0
175;shaijudatascience_titanic-survival-classification;$invo177_$invo178_[, ]_[, ];0.0;1.0
176;agajorte_titanic-evaluating-14-distinct-algorithms;$invo49_$invo51_[, ]_[, ];0.0;1.0
177;forwet_exercise-model-validation;$invo4_$invo6_[, ]_[, ];1.0;0.0
178;rangarajansaranathan_personal-loan-analysis-using-supervised-learning;$invo271_$invo272_[, $invo347]_[, $invo347];1.0;1.0
179;mknorps_titanic-with-decision-trees;$invo165_$invo169_[, ]_[, ];0.0;0.0
180;soonmoseong_titanic-data-science-solutions-in-korean;$invo181_$invo186_[, ]_[, ];0.0;0.0
181;adarsh121_kernel5bb0de3171;$invo140_$invo141_[, ]_[, ];0.0;1.0
182;spscientist_titanic-how-rose-survives-and-why-jack-dies;$invo46_$invo47_[, ]_[, ];0.0;1.0
183;kunalchamoli_exercise-underfitting-and-overfitting;$invo5_$invo6_[, ]_[, ];0.0;0.0
184;poojapuppala_titanicsurvivalprediction;$invo115_$invo136_[, $invo123]_[, ];0.0;1.0
185;mrshukla_movie-rating-prediction;$invo92_$invo93_[, ]_[, ];0.0;1.0
186;vinzzhang_titanic-survival-prediction;$invo67_$invo68_[, ]_[, ];0.0;1.0
187;nitinsrinath_predicting-wine-quality;$invo48_$invo49_[, ]_[, ];0.0;0.0
188;manjeetsingh_naive-bayes-for-disaster-tweets;$invo106_$invo112_[, ]_[, ];0.0;1.0
189;roboli_fork-of-a-journey-through-titanic-9eb96c-b532f4;$invo115_$invo117_[, ]_[, ];1.0;1.0
190;cryptrader_analysis;$invo127_$invo139_[, ]_[, ];0.0;0.0
191;munavarml_kernelb4b4c59c29;$invo22_$invo24_[, ]_[, ];0.0;0.0
192;balraj98_cyclegan-facades-segmentation-translation-pytorch;$invo196_$invo269_[, ]_[, ];0.0;0.0
193;milkitten_aicamp-decision-tree-exercise-2;$invo94_$invo95_[, ]_[, ];0.0;1.0
194;shirleysix690_kernel6c531b441c;$invo200_$invo204_[, ]_[, ];0.0;1.0
195;sujeetpardeshi_kernel3e3a44bc72;$invo36_$invo38_[, ]_[, ];0.0;0.0
196;smile26_titanic-distaster-prediction;$invo83_$invo84_[, ]_[, ];1.0;0.0
197;yoshitakaito_price-predict-ver3;$invo191_$invo192_[, ]_[, ];1.0;0.0
198;nglukhoa_titanic-exploration;$invo122_$invo123_[, ]_[, ];0.0;1.0
199;ahmedelsaied3210_exercise-random-forests;$invo20_$invo21_[, ]_[, ];0.0;0.0
200;winterhd_aicamp-decision-tree-exercise-2;$invo92_$invo93_[, ]_[, $invo103];0.0;1.0
201;aman152jain_kpmg-internship;$invo36_$invo37_[, ]_[, ];0.0;0.0
202;servietsky_flowers-tpu-multiple-cnn-voting;$invo253_$invo254_[, ]_[, ];0.0;0.0
203;ngbolin_titanicpy-score-0-80382;$invo440_$invo477_[, ]_[, ];0.0;1.0
204;rahulatrkm_final-training;$invo76_$invo78_[, ]_[, ];0.0;0.0
205;peeyushsahu_prediction-of-housing-price;$invo128_$invo134_[, ]_[, ];0.0;1.0
206;dineshseervi_complete-visualization-prediction-of-bank-lending;$invo299_$invo344_[, ]_[, ];0.0;1.0
207;gautham11_building-predictive-models-with-sklearn-pipelines;$invo93_$invo94_[, ]_[, ];0.0;0.0
208;balraj98_cyclegan-translating-paintings-photos-pytorch;$invo170_$invo260_[, ]_[, ];0.0;0.0
209;gregbrunk_foresttype-viztree;$invo127_$invo129_[, ]_[, ];0.0;0.0
210;samueljklee_exercise-machine-learning-competitions;$invo45_$invo48_[, ]_[, ];0.0;0.0
211;guidiandrea_regression-with-lasso-and-xgboost;$invo75_$invo79_[, ]_[, ];1.0;0.0
212;jonnyevans_multiclass-svm;$invo29_$invo30_[, ]_[, ];0.0;1.0
213;harshkothari21_100-accurate-results-with-eda-all-ml-models;$invo257_$invo315_[, ]_[, ];0.0;1.0
214;adihalbe_titanic;$invo15_$invo23_[, ]_[, ];0.0;1.0
215;abdelmalek1_diamonds;$invo69_$invo70_[, ]_[, ];0.0;0.0
216;bahramjannesarr_diamonds-classification;$invo33_$invo35_[, $invo100]_[, $invo100];0.0;1.0
217;balraj98_cyclegan-translating-edges-shoes-pytorch;$invo176_$invo252_[, ]_[, ];0.0;0.0
218;shubham219_nlp-starter-with-different-models;$invo148_$invo149_[, ]_[, ];0.0;1.0
219;artemboiko_san-francisco-building-sector-1980-2019;$invo502_$invo536_[, ]_[, $invo503];0.0;1.0
220;zebra69_performance-over-80-notebook-on-titanic;$invo177_$invo178_[, ]_[, ];0.0;1.0
221;kabure_baseline-eda-and-attrition-prediction-pipeline;$invo284_$invo287_[, ]_[, ];0.0;1.0
222;rosman_a-journey-through-titanic;$invo111_$invo112_[, ]_[, ];0.0;1.0
223;caiying100126_creditcard-default-prediction-neuro-network;$invo33_$invo34_[, ]_[, ];0.0;1.0
224;theredonebastard_ryzhstaralsya;$invo205_$invo207_[, $invo220]_[, $invo223];0.0;0.0
225;fakhribj24_mushroom-classification-with-various-classifier;$invo41_$invo42_[, ]_[, ];0.0;1.0
226;ashwinajith_housing-price-prediction;$invo207_$invo219_[, ]_[, ];0.0;0.0
227;gargmanish_how-to-handle-imbalance-data-study-in-detail;$invo39_$invo40_[, $invo112]_[, $invo112];0.0;1.0
228;bboywillis_exercise-machine-learning-competitions;$invo5_$invo6_[, ]_[, ];0.0;0.0
229;jasonjz_titanic-data-science-solutions-b356df;$invo150_$invo151_[, ]_[, ];1.0;0.0
230;bbrandt_titanic-different-model-comparison;$invo89_$invo109_[, $invo114]_[, $invo115];0.0;1.0
231;ayushigaur_world-values-survey-wave-6-abortion;$invo19_$invo20_[, $invo156]_[, $invo156];0.0;0.0
232;akspan12_titanic-problem-final;$invo128_$invo129_[, ]_[, ];1.0;0.0
233;architasukhwani_2016b4a70741g-final;$invo188_$invo189_[, ]_[, ];0.0;0.0
234;neil001_titanic-disaster-machinelearning;$invo95_$invo96_[, ]_[, ];0.0;1.0
235;michaelzeng71_jigsaw-olid-solid-xlm-roberta-same-tokenizer;$invo108_$invo192_[, ]_[, ];0.0;0.0
236;saurabhmittal1996_big-mart-sales-prediction;$invo207_$invo208_[, $invo220]_[, $invo220];0.0;1.0
237;biswajitsarangi_wine-quality-analysis-comparing-model-accuracy;$invo63_$invo64_[, ]_[, ];0.0;1.0
238;bourosh_lab-3;$invo22_$invo27_[, ]_[, ];0.0;0.0
239;mineshjethva_autoencoders-and-gans-with-fashion-mnist;$invo174_$invo71_[, ]_[, $invo177];0.0;0.0
240;williamu32_blend-stack-prediction-regression;$invo294_$invo313_[, ]_[, $invo317];0.0;1.0
241;maikeywc_a-journey-through-titanic;$invo115_$invo116_[, ]_[, ];0.0;1.0
242;hellbuoy_credit-card-fraud-detection;$invo274_$invo275_[, ]_[, ];1.0;0.0
243;davala_eda-random-forest-adaboosting-and-gradient-boos;$invo58_$invo59_[, ]_[, ];0.0;0.0
244;vhenrique21_tarefa-4-pmr3508-2018-f4fcf75dda;$invo100_$invo105_[, ]_[, ];1.0;0.0
245;alexanderdbooth_nfl-big-data-bowl-wooooo;$invo180_$invo181_[, ]_[, ];0.0;1.0
246;subhadipmaity_will-you-be-hired;$invo380_$invo381_[, ]_[, ];0.0;1.0
247;karenfang_my-first-titanic;$invo149_$invo150_[, ]_[, ];1.0;0.0
248;lumierebatalong_all-type-car-price-prediction-model;$invo90_$invo92_[, $invo167]_[, $invo167];1.0;0.0
249;dwdkills_heart-disease-analysis-and-ml;$invo76_$invo77_[, ]_[, ];0.0;1.0
250;arunsing_fork-of-santandar-eda-and-prediction;$invo66_$invo79_[, ]_[, ];0.0;1.0
251;raffdoc_covid-global-forecast-sir-model-ml-regressions;$invo296_$invo297_[, $invo302]_[, $invo302];0.0;1.0
252;brendan45774_titanic-how-i-become-the-top-1;$invo70_$invo71_[, ]_[, ];1.0;0.0
253;latimerb_lanl-getting-started-mlp-rf-ensembles;$invo91_$invo93_[, ]_[, ];0.0;1.0
254;rbehd6129_lev-1-titanic-2;$invo228_$invo229_[, ]_[, ];0.0;1.0
255;sarzhan_students-perfomance-tutorial;$invo97_$invo98_[, $invo114]_[, $invo114];0.0;1.0
256;pavithramadupuri_healthcare-insurance-charges-prediction;$invo30_$invo31_[, ]_[, ];0.0;1.0
257;rickgeng97_cwur-university-rankings-analysis-by-rick-geng;$invo85_$invo86_[, ]_[, ];0.0;0.0
258;jazmad_modelling-more-than-2-5-goals-in-the-match-v1;$invo142_$invo195_[, ]_[, ];0.0;1.0
259;godwinmadho_housing-prices-in-progress;$invo122_$invo123_[, ]_[, ];0.0;0.0
260;albinahaliti_nifty-indices-dataset;$invo31_$invo32_[, ]_[, ];0.0;0.0
261;jbanerje_telco-customer-churn-eda-and-classification;$invo279_$invo282_[, ]_[, ];0.0;1.0
262;vinaysays_car-dekho-regression-models;$invo64_$invo65_[, ]_[, ];0.0;0.0
263;thiagoandrade_xgboost-dt-rfr-e-svr;$invo138_$invo139_[, ]_[, ];0.0;1.0
264;ziaali_binary-classification-titanic-model;$invo70_$invo71_[, ]_[, ];0.0;1.0
265;beaubellamy_pubg-feature-engineering-modelling;$invo69_$invo70_[, $invo80]_[, $invo80];0.0;1.0
266;padmarajg_house-price-count-encoding-and-simple-imputer;$invo167_$invo179_[, ]_[, $invo188];0.0;1.0
267;moazmagdy_titanic-survival-prediction;$invo795_$invo796_[, ]_[, ];0.0;1.0
268;jkroman2_team9-regression;$invo118_$invo119_[, ]_[, ];0.0;1.0
269;swagatambiswas_complete-categorical-classifier-with-full-eda;$invo275_$invo276_[$invo418, $invo414]_[$invo418, $invo414];0.0;1.0
270;guys191325_python-workshop-2019-sol;$invo72_$invo76_[, ]_[, ];0.0;0.0
271;smaelmaq_titanic-simple-classification;$invo113_$invo114_[, ]_[, ];1.0;0.0
272;jsaguiar_feature-selection;$invo416_$invo424_[, $invo460]_[, $invo470];0.0;1.0
273;hendraherviawan_neural-network-starter-using-keras;$invo49_$invo50_[, ]_[, ];0.0;1.0
274;erdicem_hotel-booking-demand-eda-logistic-smote;$invo65_$invo67_[, $invo113]_[, $invo113];0.0;1.0
275;yonelanuba_elo-merchant-by-yonela;$invo323_$invo324_[, ]_[, ];0.0;1.0
276;azumakohei_kernel3e15558e74;$invo95_$invo96_[, ]_[, ];0.0;0.0
277;oyzh1992_a-journey-through-titanic;$invo115_$invo116_[, ]_[, ];0.0;1.0
278;samuelkurabachew_titanic-predicting-survivors-beginners-notebook;$invo69_$invo70_[, ]_[, ];0.0;1.0
279;shalkumari_assignment2;$invo32_$invo42_[, ]_[, ];1.0;0.0
280;zusmani_how-to-get-to-top-25-with-simple-model-sklearn;$invo111_$invo114_[, ]_[, ];0.0;1.0
281;mehmetlaudatekman_mushroom-classification-detailed-eda;$invo32_$invo33_[, ]_[, ];0.0;0.0
282;gyige12_exercise-machine-learning-competitions;$invo5_$invo6_[, ]_[, ];0.0;0.0
283;akmuthun_customer-churn-prediction;$invo171_$invo172_[, ]_[, ];0.0;0.0
284;chiranjeevbit_chemicals-segregation-logistic-regression;$invo18_$invo19_[, ]_[, ];0.0;1.0
285;jongpago_kernel4bb7bd5ddb;$invo188_$invo189_[, ]_[, ];0.0;1.0
286;dhananjay0508_wine-quality;$invo18_$invo20_[, ]_[, ];0.0;0.0
287;sumeetavg_zomato-xgboost-gradentboosting;$invo38_$invo39_[, ]_[, ];0.0;0.0
288;rvarvade_rain-prediction-australia;$invo232_$invo246_[, ]_[, ];0.0;1.0
289;apollo2506_land-scene-classification;$invo95_$invo97_[, ]_[, ];0.0;0.0
290;aniketdogra_diamonds-analysis-and-prediction;$invo106_$invo107_[, $invo153]_[, $invo153];0.0;0.0
291;kentdaniel_house-price;$invo182_$invo188_[, ]_[, ];0.0;1.0
292;yunbyeong_hw5-2;$invo43_$invo44_[, ]_[, ];0.0;1.0
293;cmodingwa_predicting-housing-prices-using-xgboost;$invo155_$invo157_[, ]_[, ];0.0;1.0
294;rohhnd_house-prices-regression;$invo158_$invo163_[, ]_[, ];0.0;1.0
295;w415146142_try-again-titanic-survival-set-more-features;$invo90_$invo91_[, ]_[, ];0.0;1.0
296;sachinsharma1123_accuracy-score-of-83-with-logistic-regression;$invo40_$invo41_[, ]_[, ];0.0;0.0
297;erdal002_flower-classification-with-transfer-learning;$invo185_$invo205_[, ]_[, ];0.0;0.0
298;sachinrajput17_predicting-graduate-admission;$invo91_$invo92_[, ]_[, ];0.0;1.0
299;williamfelipe_atividade;$invo11_$invo13_[, ]_[, ];0.0;0.0
300;tanyanjun_final-house-price-prediction-models;$invo521_$invo543_[, ]_[, ];0.0;1.0
301;siddheshshelke_twitter-sample-data;$invo122_$invo123_[, ]_[, ];0.0;1.0
302;taruntiwarihp_phishing-sites-detector-complete-info-about-it;$invo75_$invo81_[, ]_[, ];0.0;1.0
303;sumanthmeenan_randomforest-undersampling-smote;$invo18_$invo19_[, ]_[, ];0.0;1.0
304;alphazanno_exercise-xgboost;$invo27_$invo28_[, ]_[, ];0.0;0.0
305;prajwalsamarth_ibm-attrition-unbalanced-dataset-using-smote;$invo91_$invo93_[$invo123, $invo121]_[$invo123, $invo121];0.0;1.0
306;monap93_exercise-machine-learning-competitions;$invo17_$invo18_[, ]_[, ];0.0;0.0
307;monica9550_customer-reviews-sentimental-analysis;$invo82_$invo87_[, ]_[, ];1.0;0.0
308;nautiyalamit_simple-classification-tasks;$invo10_$invo12_[, ]_[, ];0.0;0.0
309;suleymanbat_regression-model;$invo56_$invo60_[, ]_[, ];0.0;0.0
310;doaaalsenani_predict-house-prices;$invo220_$invo225_[, ]_[, ];0.0;1.0
311;bluetooth_bumblebee-temp;$invo70_$invo80_[, ]_[, ];0.0;1.0
312;scatteredflo_titanic-parameter-tuning-200602;$invo302_$invo303_[, ]_[, ];0.0;1.0
313;bbose71_kings-county-housing-done-in-class;$invo28_$invo29_[, ]_[, ];0.0;0.0
314;aakashg1999_placement-prediction-model-building-and-hosting;$invo95_$invo96_[, ]_[, ];0.0;0.0
315;pawan2905_jantahack-healthcare-analytics;$invo132_$invo133_[, $invo141]_[, $invo141];1.0;0.0
316;mactom1980_kernel1377906b6d;$invo61_$invo70_[, ]_[, ];0.0;1.0
317;abppyo_titanic-framework;$invo138_$invo139_[, ]_[, ];0.0;1.0
318;pratyushnathsahu_titanic-dataset-kaggle;$invo69_$invo70_[, ]_[, ];0.0;1.0
319;omkarkanade_2016a7ps0058g;$invo66_$invo84_[, ]_[, ];0.0;1.0
320;shinjinibasu_helping-robots-full;$invo196_$invo199_[, ]_[, ];0.0;1.0
321;kinkpunk_my-forecasting-covid19-week-2;$invo46_$invo50_[, ]_[, ];0.0;0.0
322;satishv96_bostan-house-predicting-by-linear-regression;$invo40_$invo43_[, ]_[, ];0.0;0.0
323;rodrigofrb_feature-selections-and-classification-models;$invo73_$invo58_[, $invo88]_[$invo88, $invo77];0.0;1.0
324;omarelejla_exercise-xgboost;$invo31_$invo32_[, ]_[, ];0.0;0.0
325;ramandeepjagdev_week-4;$invo229_$invo230_[, $invo277]_[, $invo277];0.0;1.0
326;priyankacharya_titanic-second-attempt-revised;$invo10_$invo15_[, ]_[, ];1.0;0.0
327;vinaypratap_titanic-survival-top-4;$invo176_$invo177_[, ]_[, ];0.0;1.0
